,full_text_with_emoji,label
2217,PinkySandaruwni පකයා :face with tears of joy::face with tears of joy::face with tears of joy:,1
2218,indika27 අරමුණ ඕක හදන එකේ,0
2219,kaushtatgirl මේ කොන්ද පනනැති පොන්නයො රැලට පුලුවන්ද අනේ නිසි ක්‍රියාමාර්ග ගන්න,1
2220,ශ්‍රීලපොජ පෙරමුණ පොහොට්ටුව ලකුණ යටතේ මැතිවරණයට තරග වදී නම් ශ්‍රීලනිප සහාය ලබාදීමට හැකියාවක් නොමැත මත්ද්‍රව්‍ය ජාවාරම්කරුවන්ට මරණ දඬුවම දීමට අගමැති  සහ විපක්ෂ නායකතුමන්ලා එකට එකතුවී විරුද්ධ වීම ගැන කණගාටුයි httpstcoyGF5pz5xUc,0
2221,ShafrazCader GeethR උබලැ අම්මගෙන් අහපන් උබලැ අම්මාට ඌරැ තෙල් බිංදුවක් දාලා කිම්බට හුකපු විදිය එම හුකලා තමයි උබ වගේ  මුස්ලිම් වල් ඌරෙක් එලියට ආවේ උබලැ අම්මා ඌරැ තේල් දාල හුකනකොට ආසයි කකුල් දෙක කරට අරග‍ේන හුකන්න කියන්නේ :rolling on the floor laughing:ඌරැ තේල් බලය බොලව් මුස්ලිම් වල් ඌරො ජාතියක් ඌරැ තේල් දාල තමයි ගැනු හුකනවට කැමති,1
2222,"පරණ කැටයම්
ඔප දාන්න තරම්
දක්ෂ ගල් වඩුවො
ඉන්න රටක් මේක:neutral face:",0
2223,ආදරය දයාව කරුණාව :smiling face with heart-eyes::smiling face with heart-eyes::smiling face with heart-eyes: httpstco9b7U2qdecZ,0
2224,jessiefer ඩිස් වොස් එතකොට ටුත් පේස්ට් වගේ ඒවාටත් නියමයි ටුත් පේස්ට් ටුබ් එක රොලින් පින් එකෙන් රොල් කරලා චප්ප වෙනකන් ගන්න ඕන එතකොටයි හැපිනස්,0
2225,"පාර්ලිමේන්තුවට ප්‍රහාරයක් මුස්ලිම් 8 දෙනෙක් පිටකොටුවේ පල්ලියක සිට සැලසුමක්
httpstcoRt1l0lZ6kW httpstcoikDH0MLImD",0
2226,DrAlien අඩෝ මං එහෙම නෑ බොක්ක:relieved face:,0
2227,AmithMalinga PoDiyaa පල යන්න පොඩි වේසි,1
2228,"පුංචි කෙල්ලෙ තාම රස්නෙයි ඔලුව ගිනි ගත්තා
බ්ලොක් කලේ ඇයි මට නොතේරෙයි පපුව ගිනි ගත්තා :face with tears of joy: httpstcoyBEuyn957b",0
2229,Gihanchamod1 YouTube උන්ගෙ වීඩියො ආතල් ඕයි :smiling face with heart-eyes::fire:,0
2230,methmal erandikacr ඔව් ඒක නියමයි:beaming face with smiling eyes::beaming face with smiling eyes::raised hand:,0
2231,Lee0itz අඩෝ නෝ,0
2232,DarshanaKande රවට්ටල හුකන්න නෙහ් හදන්නෙ :face with tears of joy: httpstcoNUM5m4Faly,1
2233,thejanwic ItsMeKande එකයිනෙ බිව්වෙ,0
2234,"ගෙදර නංගී  පල බැල්ලි තෝ  කනවනම් කාපන් නැත්තම් නිකා හිටපන් රෙද්ද 3 v පයින් පාරක් දෙමින් 
FB නංගී  කෑවද httpstcovhfN0wksOH",1
2235,දේශපාලනෙ පබයින්ටයි සමනල්ලුන්ටයි ගියා සිනුවේ උන් කඩේගියා රට රැකපු උන් හිරෙ ගියා මල් පොන්නයො එෆ් බී ආවා,1
2236,VinshadaYasasmi Chanduoriginal Anushka60212320 KasunKoswattha මොන හුත්තක්දෝයි මේ කියන්නෙ කියන පොල් කිම්බක් තේරෙන්න කියනවකො,1
2237,IamNisansala බුදාම්මෝ ගෙදර ෆාමසියක්ම තිබිලා :face with open mouth::hushed face::hushed face:,0
2238,PiumiHansamali අප්පට සිරි හුකන්නමයි හිතේන්නේ කිම්බ දේන්නකො හොදට දිවදාලා උරලා වතුර ටික එලියට ගන්නං,1
2239,අද ඉදන් අපි අමාත්‍යංශවල වැඩ කරනවා  රාජිත httpstcoUmb95aTB1B,0
2240, මේ නංගිගේ කරණම ගැන මොකද කියන්නේ  :sparkling heart::sparkling heart::sparkling heart:,0
2241,"5aminda KOTTANOFFICIAL නාඩි ප්‍රකාශය  නාඩි ශාස්ත්රායට අනුව රෝග නිශ්චය
අර්ක ප්‍රකාශය  මේ කෘතිය අවසන් වන්නේ පහත වැකියෙනි “ලංකාධිපති රාවන විසින් ප්‍රබන්ධ කරන ලද සර්ග සියයක් මෙසේ අවසන්වෙයි”
රසරත්නාකරය
වටිකා ප්‍රකරණය",0
2242,කැරියා,1
2243,"මිනිස්සුන්ගෙ හිතේ හැම සතෙක් ගැනම අනුකම්පාව දයාව කරුණාව ඇති කරල දෙන්න

santaගෙන්ඉල්ලමු",0
2244,"රොශාන් හුත්‍ති කට ඇරියොත් අපේ එකෙක් අවුට් වෙනවාවස්තියා 

SLvBAN",1
2245,chathuraaaj ලස්සනයි නෙහ් :beaming face with smiling eyes:,0
2246,ෆක් කිව්වම ලයික් කෙල කෝටියයිඅනේ සුකාන් කිව්වම මේකි චී කුනුහරුප කියනවා:cat with tears of joy: අනේ හිකෙයි,0
2247,"අපේ කැම්පස් එකේ කැන්ටිමේ දෙන පරිප්පු කෑවනම් මිනිස්සු පරිප්පු කන එක අතහරිනවා එතකොට ඉම්පෝර්ට් කරන්න ඕනෙත් නෑ  
ආදේශක ඕනෙත් නෑ
:face with tears of joy:",0
2248,සමහර පිස්සු හුකන්නලා smවල දකින හැම රෙද්දක්ම උස්සලා හුකන්න හදනවාඋන්ට අවුරුදු තිහක කාලයක් රටට වෙලා තිබුණු එක ගැන මෙලෝ මලදානයක් දන්නෑබෝම්බ වලට වඩා අපිව ආයුධ කරගන්න දගලන දේශපාලන මතවලට පොන්නයො වගේ නැවෙන්න එපාඔය සේරම එවුන් එකයිඑක දෙයක් මතක තියාන ජීවත් වෙයන් අපිට ඉන්නෙ අපි විතරයි,1
2249,shankithewitch JayaniFdo Spacewalkerlive SedonaB nipunad මගේ සත්ත්ව කරුණාව,0
2250,MaheshNegombo පේන දේවල් දරා ගන්න අමාරුනම් අර උබ මට කරන්න කියපු ඔප්ශන්ම උබටත් තියෙනව උබටත් ඔන්න නියම පිරිමියෙක් වෙලා හන්දි ගානෙ මල් ජංගි අඳින පොන්නයෙක් නොවී ඒව පාවිච්චි කරපං ඔච්චර කැසිල්ල හැදිලා දගලන්න දෙයක් නෑ ඔච්චර පට්ට සුපිරි තියරි උබ ගාවත් තියේනම්:relieved face::relieved face::relieved face:,1
2251,මගෙත් පපුවට දැනෙන්න ආදරෙයි කියන්න kolambakolla :face with rolling eyes:,0
2252,"Cyber බැදීම් අත අරින එක whatsapp එකෙන්ම පටං ගත්ත :slightly smiling face::broken heart:

whatsapp chat httpstcogO8yDtsK81",0
2253,සිරිපා කරුණාව :national park:  Sripada Temple Adams Peak httpstcoLY1BxcXAj3,0
2254,LicuadoraArabe ලස්සන බැල්ලි මැරෙන්න ඔබට ආශීර්වාද දහසක් httpstcontXYbyHh3S,0
2255,දැන් හරිනේ :face with tears of joy::raised hand: httpstco33Iu3Sevwf,0
2256,Ranindu Anjana කවුද බන් මට නැතිඒව කියන පකයා:persevering face:,1
2257,idehanj DewRajapaksha කව්දෝයි වේසි,1
2258,මැසෙජ් කරාට කවුරුත් රිප්ලයි නැ :unamused face:,0
2259,CharithTweets ටීවි එකේ නිව්ස් වල යනවා දැක්කා Police officerට බැන්නේ වේසි කියලා :man facepalming: medium skin tone:,1
2260,0daq0KU7aOYX4ug 21stRainbow අනේ ගොං පකෝ දඬුවං දෙන්න සහරාන් ඉන්නවද ජීවතුං අතර:face with tears of joy:තොපි වගේ වහල් පොන්නයො හින්දා තමා පඹයෙක් රජ වෙලා බෝම්බ කන්නත් උනේකැරි පුන්නක්කු වහල්ලු,1
2261,"මීට අවුරුදු දෙකකට කලින් අද වගේ දවසක තමයි මම EX වේසිත් එක්ක ඉස්සෙල්ලම කතා කලේ 
Ihateluvstories",1
2262,kriz5 shankithewitch LadyBossHippo මං උන්ට හේට් කරන්නෑ දැක්කොත් හුරතල් කරනව ඒත් බවුවොන්ට තමයි ආස අපි ඉතින් සියලු සත්වයින්ට ආදරය කරුණාව දක්වන මිනිස්සුනෙ :smiling face: :smiling face with smiling eyes:,0
2263,TharinduJayat එක පාරයි හිටියෙ කෙල්ලෙක්ට බැල්ලි කියලා :face with tears of joy:,0
2264,"කරුණාව සහ දයාවේ
උල්පත ඇත්තේ
කිසිම දවසක
කරුණාවෙන් දයාවෙන් 
තෙත් නොවුන හිත්වලයි:black heart:",0
2265,MJJNamalDias AyNaGsEuL101 නිල්පාට එක ගොඩාක් ලස්සනයි,0
2266,SachiVid Dul0Chan KavindraNadun DrAlien ඇයි යකොව් කතාව හැමතිස්සෙම අනික් පැත්ත හරවන්නේ :confounded face::confounded face: ඒක නම් පුදුම දක්ෂ කමක් oi :grinning face with sweat::grinning face with sweat::grinning face with sweat::rolling on the floor laughing:,0
2267,Iampaala අඩෝ අපේ තාත්තටත් අරන් තිබ්බා us එකක්,0
2268,"ශ්‍රී ලංකාව ලස්සන ඒ වගේ ම ආදරය සහ කරුණාව පිරුණු රටක්  සුවය ලැබූ චීන කත පවසයි
Chinese coronavirus patient discharged from IDH after recovering SriLanka Covid19
httpstco5M7zZrO17D",0
2269,senalids You’re the bitch මේ ආන්ඩුවට කඩේ ගිය නේද පට්ට වේසි,1
2270,Nadeez කෝ කේකී,0
2271,"නිදහස් අධ්‍යාපනයේ වරප්‍රසාදය අද නෙලාගන්නේ දුප්පත් ජනතාවගේ දක්ෂ දරුවන් නෙමෙයි ඉහල මධ්‍යම  පාංතිකයින් ගේ දරුවන්
Who benefits from the free education policy today in SriLanka 
httpstcodI2CeEOYH2",0
2272,"බස් එකේ කපල්ස් එකක් යනවා
අම්මෝ සෙනෙහේ ඔලුව අත ගානවා මූණ අත ගානවා අත් දෙක පටල ගෙන හිනා වෙවි ටික දුරක් ආවා කෙල්ලගේ phone එක කොල්ලා නිකන් ගත්තා බලන්න අන්තිමට ඌ ඉස්සරහ halt එකෙන් බැස්සා:rolling on the floor laughing::rolling on the floor laughing::rolling on the floor laughing: කෙල්ල ගියා බැල්ලි වගේ :rolling on the floor laughing::footprints::waving hand: light skin tone:",0
2273,":person: beard:ලංකාවෙ අන්තවාදී කල්ලි කණ්ඩායම්වලට නරක කාලයක් ලබන්නයි යන්නෙ හෝම්ස් ගෝඨ යුධ හමුදාපතිට වසරක සේවා දිගුවක් දීල මාණ්ඩලික ප්‍රධානියගෙ සේවයත් මාස 6කින් දික්කරල ජාතික බුද්ධි සේවාවට සලේ කියල දක්ෂ නිළධාරියෙක් පත්කරල
:smiling face with sunglasses:හහ් ඒ කියන්නෙ කට්ටිය වැඩිය නටන්න ආවො
:person: beard:පෝ රබ් පෝ තමයි",0
2274,"ජේෂ්ඨ පොලිස් නිලධාරීන් කුරුණෑගල හැන්ගවුට් ශාලාවේ දී ඇමතූ මා මේ කල්ගත වීමට පිළියමක් ලෙසින් ත්‍රිපුද්ගල මහාධිකරණ පිහිටුවා දිනපතා නඩු අසා කඩිනමින් දඬුවම් ලබාදීමේ වැඩපිළිවෙළක් ගැන අධිකරණ ඇමති නීතිඥ අලි සබ්රි මහතා සමඟ ජනවාරි 18 අද දින සාකච්ඡා කරන බවත් සඳහන් කරන ලදි :down arrow:

lka",0
2275,"මෙරට ක්‍රීඩා ක්ෂේත්‍රයේ අනාගතය උදෙසා දිවයින පුරා විසිර සිටින දක්ෂ ක්‍රීඩකයින් සොයා යන Talent Hunt  වැඩ සටහනේ මහියංගනය ප්‍රදේශයේ තේරීම් තරඟ ඊයේ 20 පැවැත්වුනා

ජයගමු:flag: Sri Lanka: httpstcoABRsO1AAz4",0
2276,Nadeez කවුරැ හරි ඔයාව නොමග යවලා,0
2277,"රටවල ක්‍රි‍ඩකයන් ගෙන් මෙන්ම ක්‍රීඩා ලෝලින්ගේත් උසුළුවිසුළු වලට ලක්වෙන්න වෙනවා මේ නිසා ඕස්ට්‍රේලියා තුල විශාල කැලැබීමක් හටගන්නවා

 මේ සිදුව්ම නිසා වරක් ඕස්ටේ‍්‍රලියානු මාධ්‍යවේදියකු කදිරගාමර් මහතාගෙන් ජිවිතේ කිසිමදාක ක්‍රිකට් ක්‍රීඩා කර තිබේ දැයි විමසනවා 

කාලෙකට ඉහතදී දක්ෂ :backhand index pointing down:",0
2278,"මතකද උඹල මැරෙන්න හැදුව මේ ප්‍රශ්නේ 

දන්නවද අද තත්වේ 

Rationalism වලට එන්න එපා Law of Attraction දන්නේ නැත්නම් 

උඹල අත දරුවෝ බං මට ලිංගෙම්බෝ

ඔය ඔක්කොටොම කලිං අභිදර්මය ප්‍රගුණ කරපල්ලා 

මේ හැම විෂයක්ම එකේ තියෙනවා 

ඒ තමයි විශ්වයේ පරම සත්‍ය 

විකාර ජිවිත ගොඩගනිල්ල :folded hands: httpstcofCTbQokVT4",0
2279,"ජීවිතේ තිබුන ලොකුම බලාපොරොත්තුවක් ඉටු උනා :smiling face with halo:

සිරිපා කරුණාව:folded hands:

යන්න කළින් විස්තර කියලා   ගිහින් එනකම් හොයල බලපු හැමෝටම පිo:smiling face with halo::folded hands::heart suit:",0
2280,"අපේ පූසා පුටු රාසියෙන් මේස රාසියට මාරු වෙලා කැවූම් රාසියක්ම කාලා:worried face:
අම්මා ගුටි රාසියක්ම ගැහුවා :unamused face:",0
2281,"අර ජනිත් පකයා නැතුව පාලු එවුනුත් ඉන්නවද යකෝ
හරි හරි අපිටත් පාලුයි තමා එයාලා නැතුව :face with tears of joy::broken heart:",1
2282,KOTTANOFFICIAL කරන්න හම්බුන්නෑනෙ,0
2283,Nadeez කුසල කර්මයක් කරලා තිබ්බා නම් ඒ රටේම ඉපදෙයිනෙ බන් ඕවා බලන්න අම්මා හරි :face with tears of joy::face with tears of joy:,0
2284,"Celebrity කෙනෙක් බෙල්ලේ වැළ දාගත්තාම Depression ගැන Degree ගහපු උන් වගේ ටෝක්ස් දීලා අන්තිමට මැරෙන්න හිතුණොත් මට කතා කරන්නත් කියලා Status දාපු උන් අපේ Message වලට Calls වලට  Reply කරන්න ඉන්නේ අපි මළාට පස්සේ :face with tears of joy::face with tears of joy::face with tears of joy:

අනේ පලයන් තොගේ සත්ත්ව කරුණාව රෙද්ද අස්සේ ගහගෙන :middle finger: medium skin tone:",0
2285,AshWarunasuriya ඔව් ඒක සහතික ඇත්තඅද කාලෙ ඉන්න මිනිස්සුන්ට වඩා ආදරයකරුණාව එයාල දන්නවා:red heart: httpstcoUWC7RJsiBL,0
2286,අස්ගිරිමල්වතු දෙපාර්ශවයම මේ ප්‍රකාශ කර ඇත්තේ දේශපාලන විසදුම්ය පාස්කු ප්‍රහාරයේ සැබෑ වින්දිතයින් බවට පත්ව ඇත්තේ මේ රටේ සාමාන්‍ය මුස්ලිම් ජනතාවයි මේ සත්‍යය තේරුම්ගෙන රටේ බහුතරයෙන් ඉවසීම කරුණාව ඉල්ලා සිටින්න බැරි ඇයි  අපේ නායක හාමුදුරුවනේ httpstcoun2nQrq3hL,0
2287,sasini00211 CJ88039530 mysterytweep ආදරෙයි :smiling cat with heart-eyes::smiling cat with heart-eyes::smiling cat with heart-eyes:,0
2288,නිරාගමික යැයි කියා ගන්නා ගොං හුත්තලා තුල පෙරහැර නිසා උපන් පුකේ සත්ව කරුණාව දැන් තිරගත වේ,0
2289,තාලෙට කීවා ඔයා චුට්ටක් හුරතල් වෙලා:broken heart::pensive face: httpstcoOYjFnGasEv,0
2290,"අවුරුදු කැවිලි මේසයක මෙම ලක්ෂණ සියල්ලම සතුවන්නේය අවුරුදු මේසය නැකතට අනුව දින හා වර්ණ වෙනස් වේ

කිරිබත –
අවුරුදු කැවිලි මේසයේ අනිවාර්ය ආහාරයක් වන්නේ කිරිබතය බක් මාසයේ අස්වැන්න නෙළා අලුතින් ලැබෙන සහලින් අවුරුදු කැවිලි මේසයේ කිරිබත සකසා ගැනේ :backhand index pointing down: httpstcoytAAvhAaBj",0
2291,"හදිස්⁣සියේවත් මං මැරුණා කියලා ආරංචි උනොත් ඔයාලා දුක් නොවී ඉන්න
  
මම ඔයාලවත් මගේ ලගට ගන්නවා:relieved face::red heart:",0
2292,ManamperiRandil ආදරෙයි බොක්ක:red heart::monkey: httpstcoEg9zYdkpbC,0
2293,ආදරය කරුණාව ධෛර්‍යය විශ්වාසය ආත්ම විශ්වාසය ආදී ලොව සියලු යහ ගුණයන්ගේ එකතුවුණු  ඇය වෙනුවෙන් වෙන් වූ දිනය අදයි IWD IWD2020 EachforEqual httpstcoFNf79sMmNF,0
2294,"iamgayash nandanamihindu අන්න ඒකයි fermi paradox කියන්නෙ  මේක හොඳට පැහැදුලි කරනවා මේ video එකේ  
ඔය වගේ ඒවට ආසාවක් තියෙනවා නම් මේ චැනල් එක සුපිරි :relieved face::smiling face with smiling eyes:

httpstcosqOjQd99Dr",0
2295,කුසල් මෙන්ඩිස් මේ වේසි අපිව කෑවා,1
2296,httptcoLe13I9RL5f ඔය වෙනකොට පවර්පැක් එක ගැන මාගේ ගුරුවරයා මා දැනුවත් නොකර තිබීම ඉතාම ශෝචනීය තත්වයක්සෙනිත්,0
2297,dinidu UPGammanpila මුගේ තාත්තා සරමේ පිහදාගත්තා නම් අපිට මේවගේ පකයන්ගේ කතා අහන්න වෙන්නෑනේ,0
2298,lishwebber එතකොට කිඹිස්ස පයියාගල එහෙම හැදුනෙ කොහොමද:eyes::speak-no-evil monkey:,0
2299,deadmanscreed ජපානේ ඉඳන් අතින් පයින් වේවැලින් ගහගන්න බැ කියල උඹ දන්නෙ නැද්ද නිකං පැත්තකට වෙලා පාඩුවේ කියන දෙයක් මූනට කියල පිරිමියෙක් වගේ හැසිරියන් සිරාවට කියන්නෙ පොන්නයෙක් නොවී පිරිමියෙක් නෙහ්දැනුත් කියන්නෙ පයිය තියං ඇට දෙකෙන් හුකන්ඩ හදන්න එපා අප්පිරියයි එහෙම එවුන්,1
2300,උදේ පාන්දර අම්මා පොල්කටු පුච්චනවා:relieved face::blue heart: හරි සුන්දරයි ඒ කාලේ:frowning face: ආයේ ඒ කාලෙට යන්න තිබ්බනම් httpstcotwWFKvuPa1,0
2301,HashVii Weliyoo ආයේ ඕවා අදින්න එපා බන් තේරුමක් නෑ :folded hands:,0
2302,"පොඩි උන් ෆෝන්ට තඩියක් අරන් දීලා ඒකෙන් ෆේස්බුක් යන එක පබ්ජී ගහන එක කම්පියුටර් එක දාන් වැල බල බල ගේම් ගහන එක දිහා බලලා මහ ගෑණු කියන්නෙ

අනේ බලන්න අනේ එයා දන්න දේවල් ෆෝන් එකෙන් කරන වැඩ ඉන්ටනෙට් එකේමයි එයා ලෝකෙම දේවල් එයා දන්නවනෙ එයා මාර ස්මාට්

:face with tears of joy::face with tears of joy::face with tears of joy:",0
2303,දැක්කද අඩුමාසෙන් ඉපදිච්ච මල් පොයෙක්,1
2304,AkilaSilva8 ad එකේ design එක ලස්සනයි:thumbs up:,0
2305,Siranthi1 ලස්සනයි අනේ :hugging face::hugging face::hugging face:,0
2306,ආචාර්‍යය සිරාන් දැරණියගල ඉණට අත්දෙක තියාගෙන :rolling on the floor laughing::rolling on the floor laughing::rolling on the floor laughing: සර් අලුත් රිසර්ච් එක අතහැරලා ඕං ඔහෙ ගෙදර යන්ඩ,0
2307,PUNZARA OvinKaushalya96 අනේ අනේ හුත්ති :expressionless face:,1
2308,Galawewa GotabayaR anuradisanayake විවාදෙ ඇත්තටම තිබ්බන්ම් මිනිස්සු න්ට දැනගන්න තිබ්බ කෙලින්ම පොන්නය කවුද මයිල්ගහ මොකද්ද කියල දේ,0
2309,ExcuzeMiii බය නෙවේ සිරා කිව්වෙ මාත් එදා ඉදන් වයර් කෝඩ් එක ලගට ගන්න එක නතර කලා නිදාගෙන ඉද්දි මැරුණොත් අඹ සරණේ එලි වෙනකම් ගෙදර අය දැනගන්නෙත් නෑ  :smiling face with tear::pleading face:,0
2310,ඔහු ඔවුන්ට කතා කොට  මම ඔබට කළ දේ ඔබ දන්නවාද ඔබ මට ගුරුවරයා සහ ස්වාමීන්වහන්සේ යැයි කියනු ඇත එමනිසා මම ඔබේ පාද සෝදා ඇත්නම් එකිනෙකාගේ පාද සේදීම මක්නිසාද මම ඔබට ආදර්ශයක් දුන්නෙමි මා ඔබට කළාක් මෙන් ඔබත් කළ යුතුය,0
2311,ඔබත් දුටුවෙහිද ඇයගේ සත්ව කරුණාව :face with tears of joy::middle finger:,0
2312,පොස්ටිනෝ නොබීපු කෙල්ලෙක්ගෙ ගෙදරකින් අබ මිටක් හොයාගන්න මට උදව් කරනවද යාළුවනේ,0
2313,ඊර්ෂ්‍යාව වෛරය ක්‍රෝධය ආදී හැගීම් වල කිසිදු වටිනාකමක් නැහැඒවා තුල ගැබ් වී ඇත්තේ පිරිහීම පමනයි මෛත්‍රීය කරුණාව ඇතිවන සුභ දවසක්:smiling face with halo::smiling face with halo:,0
2314,"මිනිහයි දුවයි පොසිටිව් වෙලා මාමණ්ඩි කොරෝනා වලින් මැරිලා තමන්ගේ PCR එක එන්න කලින් රස්සාවට යන එවුන් එක්ක ආණ්ඩුවටත් මේක කරගන්න බෑ

ගම්බද මිනිස්සු මේ මොන සංචරණ සීමා දැම්මත් ලේසියෙන් හදන්න පුළුවන් එවුන් නෙවෙයි",0
2315,"Firstaid Box එකේ තිබුනු බෙහෙත් ඔක්කෝම overdue වෙලාමේ ලොක් ඩව්න් අස්සේ හදිස්සියකට බොන්න පෙනඩෝල් පෙත්තක් නැ ගෙදර

ශිට් මං කොච්චර නොසැලකිලිමත් ද 

පස්චාත්තාපය httpstcoIBhCsEZSVE",0
2316,"අවාරයේ සිරිපා කරුණාව:folded hands:
NavigatioSriLanka

2019                                       2020
පලාබද්දල                                 මුක්කුවත්ත httpstcoCguuo48lEx",0
2317,05ජීවිතේට හමුවුනු හොඳම ගුරුවරයාගුරුවරිය කවුද,0
2318,"BizColombo Cheesequeen324 මේ බැල්ලි වැරදි දෙකක් කොරල තියෙනවා බැලූ බැල්මට

1අපරිස්සාකාරී ධාවනය

2අනතුරක් වළක්වා නොගැනීම

මුන්ට එක්කෝ අන් ඇවිල්ල නැත්තම් මදන කුලප්පුව httpstcoxGYjhtpVco",1
2319,"TV Derana විසින් හදුන්වා දෙන 
කැමර් එක සහ නොච් එක 
නැති Iphone X  දුරකතනය :telephone: httpstco8QrPN3Rm8x",0
2320,යකො එකියක් ol ෆේල් කියලා මැරිලා නොදකින්  ගොන් හුත්ති,1
2321,RastaForPeace MangalaLK හුත්තො හිකුනා නේදඋඹ කියපු අර ඇම්මා ජනාධිපති උනාපොන්නයත් එක්ක වැලලියන් දැන්,1
2322,SedonaB ItsmeSuppa අපෙත් ගෙට උඩ ගෙදර ඉන්නවා :relieved face::relieved face:,0
2323,Zero0Movement irajonline පක තමා ඉස්පිරිතාලෙකට ගිහින් බලපිය මෝඩ පකයා සිරෝසිස් හැදෙන්නේ කොහොමද කියලා :middle finger::middle finger::middle finger::middle finger:,1
2324,"මොන දේ උනත් බුද්ධ පුත්‍රයෙක් නිරාහාරව උපවාසයක 
රටේ නායකයා කියන එකා නිකමට ආවද 
කොන්දක් නැතත් පම්පෝරි ගැසීමට අති දක්ෂ කට පෙරලන් කයිවාරු ගැසීමට දක්ෂ නායකයෙක්",0
2325,DevinGun Us3rchang3d aparekkavoice එහෙම නම් ඉතිං රාගික ආශාවන්ලෞකික සැප ඔය හැමදේම පොදුයිනේ පොදුයි කියලා කරන්න පුලුවන් ද ඒ හැඟීම් යටපත් කරගන්න පුලුවන් නිසා නෙමෙයිද එයාල ඔය චීවරය දරන්නේ අපි ගිහින් වඳින්නේ දාන මාන දෙන්නෙ  අපි වගේම නම් මොකටද එයාලා පන්සලකට වෙලා ඉන්නේගෙදරම හිටියම ඉවරනේ,0
2326,ItsmeSuppa අඩෝ ආසම :relieved face::green heart: ගෙදරට ගෙන්නෙ නෑ ඕයි මාත් හොරෙන් කෑවොට් තමා,0
2327,Maniiith වැටකොලු හුත්ති :middle finger: medium-dark skin tone::face with tears of joy::middle finger: medium-dark skin tone:,1
2328,"බටහිර සංස්කෘතියේ සත්ව කරුණාව  
  lka sriLanka SriLankanPolitics Colombo ApiWenuwen nirowa74 ReflectMind httpstcoSvO38jsr76",0
2329,පාර්ලිමේන්තුවේ පකයා කියල කියන්න පුලුවන් ඒක දේශප්‍රේමී හැබැයි ලොක්කා කියල කියන්න බැ ඔව් දැන් අහයි පකය කියන එකේ වැරද්ද මොකක්ද කියල :face with tears of joy:,0
2330,"අඩෝ තිලා ෆේස්පුක් ගෝටෙයා :rolling on the floor laughing: 
Facebookgoteya",0
2331,"සුභ උදෑසනක් ස්ප්ලෑෂ් ගුරුවරයා

Good morning splash teacher

Buongiorno insegnante di splash

Доброе утро всплеск учитель

God morgon stänk lärare",0
2332,සිරිපා කරුණා නොකොට සිරිපා කරුණාව ගැන යූඩී පෙරේරා ලියූ ගීතය A really lovely article about my grandfather whose 1931 song “මුනි නන්දන සිරි පාද වඳිම්” describes in detail the annual ascent of SripadaAdams Peak Though he had never climbed it himself  httpstcoE3aeH9Wjab httpstcoKdrJJYIWiP,0
2333,"තුනක් ඉහළට රැගෙන ගියාය ඇගේ ආච්චිඅම්මා මියගිය අවස්ථාවේ හර්ෂනී එකදිගට රාත්‍රී තුනක් නිදිමරා රැය පහන් කර තිබිණි ඇය ඉතා කඩිසර තරුණියක් වූවාය ඕනෑම දෙයක් දරාගැනීමේ හැකියාවක් කුඩා කල සිටම හර්ෂනී තුළින් දිස්විය

සතුන්ට හර්ෂනී අසීමිතව ආදරය කළාය පාසල් යන හැම දිනකම පාසල් නිල ඇඳුමේ",0
2334,anushaka පිටිපස්සෙ වෙල තියෙන්නෙ පොට් එක සුපිරි :oncoming fist::smiling face with sunglasses:,0
2335,සමහර කෙල්ලෝ ඉන්නවා කොල්ලට වඩා Chocolate වලට ආදරෙයි:upside-down face: httpstcoEutReb880A,0
2336,"මම මේ රට පාලනය කරන්නේ බෞද්ධ ඉගැන්වීම් වලට අනුවයි

අනිවාර්යයෙන් රන්ජන්ලට හිජාස්ලට ශානිලට මෛත්‍රී කරුණාව දොරේ ගලා යනවා 
අනේ සාදු අපේ නන්දසේන දෙයියෝ 
සfail khakhistocracy landlikenoother soSriLanka",0
2337,"ThoughtfulThursday
අම්මා ඇඳපු චිත්‍ර 2
කලින් වතාවෙ ලැබිච්ච දිරිගැන්වීම් ගැන මම අම්මට කිව්වා අම්මා තවත් චිත්‍ර අඳින්න ඒකෙන් උනන්දු වුණා කියලා හිතෙනවා අදහස් කියපු හැම කෙනෙකුටම ස්තූතියි මේ ළඟදි ඇඳපු තවත් චිත්‍ර දෙකක් දැන් fineline pen එකකුත් යොදාගන්නවා මේ ගැනත් අදහස් කියන්නකො httpstcoIVNncFXMPj",0
2338,MichaelVaughan Happy Now Bitch:face with tears of joy: Sri Lanka u19 is Better Than England:face with tears of joy: Go හුත්තිගෙ පොන්නයා තෝ දන්න පයිය තමයි ලොල්ලා:face with tears of joy::water pistol:,1
2339,kefylokuvithana :relieved face: අවුලක් ද මා එක්ක,0
2340,irajonline GotabayaR KumarSanga2 MahelaJay දැන්ද පකයා දැක්කේ,1
2341,indrajithline කැරි කොල්ලො මම උඹෙන් ඊයෙ අහපු පස්නෙට උත්තරයක් හම්බුන්නෑ  කිම්බ නලලට ගත්තු කෙල්ලන්ටත් වඩා පකේ ලයින් නෙ උඹෙත් වෙලාවකට,1
2342,"ගෝඨාභය රාජපක්ෂ දක්‍ෂ දේශපාලඥයෙක් නොවෙයි – මැඩිල්ලේ හිමි

SriLanka lka httpstcoBLsp1TXUi2",0
